name,ra_deg,dec_deg,redshift,m1450,M1450,disc_ref,disc_bibcode,redshift_ref,redshift_bibcode
J020801.31-664713.70,32.00547,-66.78714,6.09,20.12,-26.6,Martinez-Ramirez2026,2026arXiv260308830M,Martinez-Ramirez2026,2026arXiv260308830M
J210054.62-171522.50,315.22758,-17.256249,6.0807,21.22,-25.5,Willott2010a,2010AJ....139..906W,Venemans2020,2020ApJ...904..130V
J222847.71+015240.50,337.198792,1.877917,6.0805,22.72,-24.0,Matsuoka2018a,2018PASJ...70S..35M,Izumi2019,2019PASJ...71..111I
J221845.73-630356.63,334.69056,-63.06573,6.08,20.89,-25.83,Belladitta2025,2025A&A...699A.335B,Belladitta2025,2025A&A...699A.335B
J201119.03-443609.40,302.82931,-44.60261,6.08,20.9,-25.82,Martinez-Ramirez2026,2026arXiv260308830M,Martinez-Ramirez2026,2026arXiv260308830M
J160253.98+422824.90,240.72491,42.473583,6.079,19.83,-26.89,Fan2004,2004AJ....128..515F,Shen2019,2019ApJ...873...35S
J030331.40-001912.90,45.880833,-0.32025,6.079,21.21,-25.51,Jiang2008,2008AJ....135.1057J,DeRosa2011,2011ApJ...739...56D
J155523.95+101401.56,238.849796,10.233766,6.078741226,20.86,-25.85,DESIDR1,2025arXiv250314745D,DESIDR1,2025arXiv250314745D
J084229.43+121850.50,130.622625,12.314028,6.0754,19.86,-26.85,Jiang2015,2015AJ....149..188J,Venemans2020,2020ApJ...904..130V
J093543.32-011033.30,143.9305,-1.175917,6.075,24.75,-21.96,Matsuoka2019a,2019ApJ...883..183M,Matsuoka2025b,2025ApJ...988...57M
J050411.90-254958.65,76.049582,-25.832959,6.072,20.82,-25.89,Wolf2024,2024A&A...691A..30W,Wolf2024,2024A&A...691A..30W
J133014.01-402508.94,202.55836,-40.41915,6.07,20.08,-26.63,Martinez-Ramirez2026,2026arXiv260308830M,Martinez-Ramirez2026,2026arXiv260308830M
J091114.27+015219.40,137.809458,1.872056,6.07,24.62,-22.09,Matsuoka2018a,2018PASJ...70S..35M,Matsuoka2018a,2018PASJ...70S..35M
J042011.34-445323.75,65.04727,-44.88993,6.07,20.46,-26.25,Reed2017,2017MNRAS.468.4702R,Reed2017,2017MNRAS.468.4702R
J091457.06+102826.96,138.73775,10.474155,6.07,21.23,-25.48,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J141653.01+014702.20,214.220875,1.783944,6.07,23.44,-23.27,Matsuoka2018b,2018ApJS..237....5M,Matsuoka2018b,2018ApJS..237....5M
J155909.09+221214.43,239.787883,22.204009,6.07,20.88,-25.83,Wang2017,2017ApJ...839...27W,Wang2017,2017ApJ...839...27W
J110248.67-010550.90,165.702792,-1.097472,6.07,22.71,-24.0,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J111027.01+022800.70,167.612542,2.466861,6.07,23.15,-23.56,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J103758.18+403328.74,159.492416,40.557984,6.07,21.46,-25.25,Gloudemans2022,2022A&A...668A..27G,Gloudemans2022,2022A&A...668A..27G
J103446.51-142515.89,158.693789,-14.421079,6.0685,19.39,-27.32,Chehade2018;Banados2023,2018MNRAS.478.1649C;2023ApJS..265...29B,Eilers2020,2020ApJ...900...37E
J163033.90+401209.60,247.64125,40.202666,6.063,20.57,-26.14,Fan2003,2003AJ....125.1649F,Shen2019,2019ApJ...873...35S
J165051.75+545701.38,252.715642,54.950382,6.06,20.15,-26.56,Gloudemans2022,2022A&A...668A..27G,Gloudemans2022,2022A&A...668A..27G
J110756.01-011819.00,166.983375,-1.305278,6.06,21.6,-25.11,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J010603.68-003015.20,16.515333,-0.504222,6.06,23.18,-23.53,Matsuoka2019a,2019ApJ...883..183M,Matsuoka2019a,2019ApJ...883..183M
J120103.02+013356.40,180.262583,1.565667,6.06,22.86,-23.85,Matsuoka2018a,2018PASJ...70S..35M,Matsuoka2018a,2018PASJ...70S..35M
J145520.26+031833.00,223.834417,3.309167,6.06,22.89,-23.82,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J134021.30+031939.20,205.08875,3.327556,6.06,23.84,-22.87,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J045401.79-444831.10,73.50744,-44.80864,6.0581,20.36,-26.35,Reed2015,2015MNRAS.454.3952R,Decarli2018,2018ApJ...854...97D
J035349.72+010404.40,58.457166,1.067889,6.057,20.34,-26.37,Jiang2008,2008AJ....135.1057J,Shen2019,2019ApJ...873...35S
J121503.42-014858.77,183.764262,-1.816325,6.0561,nan,nan,Matsuoka2024,2024ApJ...965L...4M,Izumi2024,2024ApJ...972..116I
J015812.02+002436.10,29.550083,0.410028,6.05,23.38,-23.33,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J001705.78+004343.30,4.274083,0.728694,6.05,24.8,-21.91,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J005938.24-520945.73,14.909345,-52.162702,6.05,21.0,-25.71,Martinez-Ramirez2026,2026arXiv260308830M,Martinez-Ramirez2026,2026arXiv260308830M
J095740.39+005333.60,149.418292,0.892667,6.05,23.72,-22.99,Matsuoka2018b,2018ApJS..237....5M,Matsuoka2018b,2018ApJS..237....5M
J193207.62+713908.46,293.031771,71.652349,6.05,19.85,-26.86,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J055945.47-153500.20,89.939445,-15.58339,6.05,19.83,-26.88,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J222309.51+032620.30,335.789625,3.438972,6.05,21.51,-25.2,Matsuoka2018b,2018ApJS..237....5M,Matsuoka2018b,2018ApJS..237....5M
J020415.74+001534.50,31.065583,0.259583,6.05,22.55,-24.16,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J115900.87+025819.20,179.753625,2.972,6.05,23.89,-22.82,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J220754.87+065111.80,331.978625,6.853278,6.05,22.27,-24.44,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J231802.80-024634.00,349.51166,-2.776111,6.05,21.66,-25.05,Willott2009,2009AJ....137.3541W,Willott2009,2009AJ....137.3541W
J164121.64+375520.50,250.34016,37.922361,6.047,21.09,-25.62,Willott2007,2007AJ....134.2435W,Willott2010b,2010AJ....140..546W
J121503.55-014859.30,183.764792,-1.816472,6.0446,nan,nan,Matsuoka2024,2024ApJ...965L...4M,Izumi2024,2024ApJ...972..116I
J140028.79-001151.50,210.119958,-0.197639,6.04,23.75,-22.95,Matsuoka2018b,2018ApJS..237....5M,Matsuoka2018b,2018ApJS..237....5M
J131448.69+031106.40,198.702875,3.185111,6.04,23.78,-22.92,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J142920.22-000207.40,217.33425,-0.035389,6.04,23.28,-23.42,Matsuoka2018a,2018PASJ...70S..35M,Matsuoka2018a,2018PASJ...70S..35M
J140029.99-012521.00,210.124958,-1.4225,6.04,23.0,-23.7,Matsuoka2018b,2018ApJS..237....5M,Matsuoka2018b,2018ApJS..237....5M
J090744.63+113832.80,136.935959,11.642445,6.04,20.72,-25.98,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J140254.66+402403.20,210.72773,40.400888,6.04,20.9,-25.8,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J160349.07+551032.30,240.954458,55.175639,6.04,24.12,-22.58,Kashikawa2015,2015ApJ...798...28K,Kashikawa2015,2015ApJ...798...28K
J205406.49-000514.80,313.52704,-0.087444,6.0389,20.55,-26.15,Jiang2008,2008AJ....135.1057J,Venemans2020,2020ApJ...904..130V
J120737.44+063010.37,181.90601,6.502881,6.0366,20.13,-26.57,Jiang2015,2015AJ....149..188J,Decarli2018,2018ApJ...854...97D
J130608.26+035626.30,196.53441,3.940639,6.033,19.94,-26.76,Fan2001,2001AJ....122.2833F,Venemans2020,2020ApJ...904..130V
J223842.31+235731.77,339.676286,23.958824,6.03,20.32,-26.38,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J141612.71+001546.20,214.052958,0.262833,6.03,24.31,-22.39,Matsuoka2018a,2018PASJ...70S..35M,Matsuoka2018a,2018PASJ...70S..35M
J020258.21-025153.60,30.742542,-2.864889,6.03,23.31,-23.39,Matsuoka2018a,2018PASJ...70S..35M,Matsuoka2018a,2018PASJ...70S..35M
J010718.87+002724.20,16.828625,0.456722,6.03,22.7,-24.0,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J132308.18+012619.20,200.784083,1.438667,6.03,23.74,-22.96,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J040819.23-563228.82,62.08012,-56.54134,6.03,20.19,-26.51,Reed2017,2017MNRAS.468.4702R,Reed2017,2017MNRAS.468.4702R
J143905.32+032356.00,219.772167,3.398889,6.03,23.93,-22.77,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J020611.20-025537.80,31.546667,-2.927167,6.03,21.79,-24.91,Matsuoka2018a,2018PASJ...70S..35M,Matsuoka2018a,2018PASJ...70S..35M
J015957.97-363356.60,29.991548,-36.565723,6.027,19.75,-26.95,Carnall2015,2015MNRAS.451L..16C,Chehade2018,2018MNRAS.478.1649C
J221556.63+260629.43,333.985969,26.108174,6.027,20.31,-26.39,Banados2016,2016ApJS..227...11B,Shen2019,2019ApJ...873...35S
J174343.15+412450.21,265.929804,41.413948,6.0263,20.76,-25.94,Banados2023,2023ApJS..265...29B,Eilers2020,2020ApJ...900...37E
J141728.67+011712.40,214.369458,1.286778,6.02,23.87,-22.83,Matsuoka2018a,2018PASJ...70S..35M,Matsuoka2018a,2018PASJ...70S..35M
J023551.42+013932.30,38.96425,1.658972,6.02,21.12,-25.58,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J115112.33+333632.98,177.801358,33.609162,6.02,21.47,-25.23,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J120253.13+025630.80,180.721375,2.941889,6.02,23.92,-22.78,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J003311.40-012524.90,8.2975,-1.423583,6.019,21.64,-25.06,Willott2007,2007AJ....134.2435W,Shen2019,2019ApJ...873...35S
J120754.14-000553.30,181.975583,-0.098139,6.01,23.93,-22.77,Matsuoka2016,2016ApJ...828...26M,Matsuoka2016,2016ApJ...828...26M
J090254.87+015510.90,135.728625,1.919694,6.01,24.19,-22.51,Matsuoka2018a,2018PASJ...70S..35M,Matsuoka2018a,2018PASJ...70S..35M
J015158.79+043325.60,27.994958,4.557111,6.01,23.69,-23.01,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J222827.83+012809.50,337.115958,1.469306,6.01,24.05,-22.65,Matsuoka2016,2016ApJ...828...26M,Matsuoka2016,2016ApJ...828...26M
J124642.21+051048.90,191.675875,5.18025,6.01,22.33,-24.37,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J121905.34+005037.50,184.77225,0.84375,6.01,22.85,-23.85,Matsuoka2018b,2018ApJS..237....5M,Matsuoka2018b,2018ApJS..237....5M
J142611.33-012822.80,216.547208,-1.473,6.01,22.95,-23.75,Matsuoka2019a,2019ApJ...883..183M,Matsuoka2019a,2019ApJ...883..183M
J021627.81-045534.10,34.115875,-4.926139,6.01,24.27,-22.43,Willott2009,2009AJ....137.3541W,Willott2009,2009AJ....137.3541W
J011830.06+023642.10,19.62525,2.611694,6.01,23.0,-23.7,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J113717.73+354956.90,174.32387,35.832472,6.007,19.4,-27.3,Fan2006a,2006AJ....131.1203F,Shen2019,2019ApJ...873...35S
J005502.92+014617.80,13.762167,1.771611,6.006,21.94,-24.76,Willott2009,2009AJ....137.3541W,Willott2015,2015ApJ...801..123W
J003856.52-102553.90,9.735508,-10.431639,6.004,20.2,-26.5,Banados2016,2016ApJS..227...11B,Venemans2020,2020ApJ...904..130V
J231038.88+185519.70,347.662,18.922138,6.0031,18.95,-27.75,Jiang2016,2016ApJ...833..222J,Wang2013,2013ApJ...773...44W
J002806.56+045725.68,7.027332,4.957134,6.0015,20.11,-26.58,Banados2014;Jiang2015,2014AJ....148...14B;2015AJ....149..188J,Venemans2020,2020ApJ...904..130V
J081827.40+172251.80,124.61416,17.381055,6.001,19.24,-27.45,Fan2006a,2006AJ....131.1203F,Zhu2023,2023ApJ...955..115Z
J131830.28+051231.70,199.626167,5.208806,6.0,22.43,-24.26,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J225002.01-501542.16,342.50837,-50.26171,6.0,19.89,-26.8,Reed2017,2017MNRAS.468.4702R,Reed2017,2017MNRAS.468.4702R
J024426.27-351033.17,41.109443,-35.175882,6.0,20.7,-25.99,YangD2024,2024MNRAS.528.2679Y,YangD2024,2024MNRAS.528.2679Y
J111125.15+064055.12,167.8548,6.681978,6.0,21.46,-25.23,YangD2024;Martinez-Ramirez2026,2024MNRAS.528.2679Y;2026arXiv260308830M,YangD2024,2024MNRAS.528.2679Y
J023152.96-285020.08,37.970657,-28.838911,6.0,20.52,-26.17,Banados2014,2014AJ....148...14B,Banados2016,2016ApJS..227...11B
J020029.51+194538.99,30.122971,19.760831,6.0,20.72,-25.97,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J003658.18+034313.20,9.242417,3.720333,6.0,23.4,-23.29,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J115006.96+021131.00,177.529,2.191944,6.0,22.12,-24.57,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J110301.66+011845.70,165.756917,1.312694,6.0,23.16,-23.53,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J224025.71+073044.13,340.107122,7.512259,5.998,20.85,-25.84,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J234216.88+050856.79,355.570327,5.149107,5.998,21.1,-25.59,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J224049.00-183943.81,340.20417,-18.66217,5.995,20.34,-26.35,Banados2014,2014AJ....148...14B,Banados2016,2016ApJS..227...11B
J004623.65-283747.34,11.598521,-28.629817,5.991,21.34,-25.35,Banados2023,2023ApJS..265...29B,Farina2022,2022arXiv220705113F
J021140.52-170428.77,32.91883,-17.074659,5.99,20.89,-25.8,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J142421.11+040512.10,216.087958,4.086694,5.99,22.16,-24.53,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J120914.93+532748.07,182.312192,53.463353,5.99,21.05,-25.64,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J110746.24+041101.20,166.942667,4.183667,5.99,23.51,-23.18,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J085813.51+000057.10,134.556292,0.015861,5.99,21.41,-25.28,Matsuoka2018b,2018ApJS..237....5M,Matsuoka2018b,2018ApJS..237....5M
J031649.87-134032.30,49.207791,-13.675638,5.99,21.84,-24.85,Willott2010a,2010AJ....139..906W,Willott2010a,2010AJ....139..906W
J012257.70-460914.20,20.740417,-46.153944,5.986,20.18,-26.51,Byrne2024,2024MNRAS.530..870B,Byrne2024,2024MNRAS.530..870B
J015804.14-290519.25,29.51726,-29.08868,5.984,19.42,-27.27,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J003426.00+105106.69,8.608337,10.851858,5.98,20.62,-26.07,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J140744.78+370112.50,211.936586,37.02014,5.98,21.26,-25.43,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J003604.19+040912.00,9.017458,4.153333,5.98,23.64,-23.05,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J023811.54+040416.50,39.548083,4.07125,5.98,22.02,-24.67,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J235651.58+002333.30,359.21491,0.392583,5.98,22.19,-24.5,Jiang2009,2009AJ....138..305J,Shen2019,2019ApJ...873...35S
J014837.63+060020.08,27.156808,6.005579,5.98,19.35,-27.34,Jiang2015,2015AJ....149..188J,Becker2015,2015MNRAS.447.3402B
J103148.40+091253.46,157.951686,9.21485,5.98,20.98,-25.71,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J121049.12+013426.70,182.704667,1.574083,5.97,24.09,-22.6,Matsuoka2019a,2019ApJ...883..183M,Matsuoka2019a,2019ApJ...883..183M
J093424.61-215308.16,143.602524,-21.885599,5.97,20.55,-26.14,Belladitta2025,2025A&A...699A.335B,Belladitta2025,2025A&A...699A.335B
J124359.03+032253.80,190.995958,3.381611,5.97,24.44,-22.25,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J034652.04-162836.88,56.71685,-16.47691,5.9676,20.03,-26.66,Banados2016,2016ApJS..227...11B,Eilers2020,2020ApJ...900...37E
J230735.35+003149.40,346.89729,0.530389,5.96,21.44,-25.24,Jiang2009,2009AJ....138..305J,Shen2019,2019ApJ...873...35S
J010044.78+042211.50,15.186583,4.369861,5.96,22.95,-23.73,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J191435.44+631452.54,288.647671,63.247929,5.96,20.64,-26.04,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J012031.64+004226.70,20.131833,0.707417,5.96,23.6,-23.08,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J084119.52+290504.42,130.33133,29.08456,5.954,20.24,-26.44,Goto2006,2006MNRAS.371..769G,Shen2019,2019ApJ...873...35S
J010250.64-021809.90,15.710999,-2.30275,5.95,22.14,-24.54,Willott2009,2009AJ....137.3541W,Willott2009,2009AJ....137.3541W
J040407.83-044134.84,61.032644,-4.693012,5.95,21.17,-25.51,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J110953.44+565707.64,167.472659,56.952122,5.95,20.74,-25.94,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J222843.54+011032.20,337.18141,1.175611,5.95,22.2,-24.48,Zeimann2011,2011ApJ...736...57Z,Zeimann2011,2011ApJ...736...57Z
J174800.51+224652.38,267.002116,22.781216,5.95,21.04,-25.64,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J125714.14+103330.35,194.308915,10.558431,5.95,20.54,-26.14,YangD2024;Martinez-Ramirez2026,2024MNRAS.528.2679Y;2026arXiv260308830M,YangD2024,2024MNRAS.528.2679Y
J125757.47+634937.20,194.489458,63.827,5.95,20.48,-26.2,Jiang2015,2015AJ....149..188J,Shen2019,2019ApJ...873...35S
J101505.59+000223.00,153.773292,0.039722,5.95,22.55,-24.13,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J000019.33-181409.64,0.08054,-18.236011,5.95,21.52,-25.16,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J000645.36-284042.05,1.688995,-28.678347,5.95,21.07,-25.61,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J060352.26-392335.78,90.96775,-39.393272,5.941,20.85,-25.83,Byrne2024,2024MNRAS.530..870B,Byrne2024,2024MNRAS.530..870B
J031710.42-263315.71,49.293428,-26.554364,5.94,20.91,-25.77,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J141439.54+013036.50,213.66475,1.510139,5.94,23.15,-23.53,Matsuoka2018a,2018PASJ...70S..35M,Matsuoka2018a,2018PASJ...70S..35M
J114156.14+100636.90,175.48392,10.11025,5.94,21.1,-25.58,Martinez-Ramirez2026,2026arXiv260308830M,Martinez-Ramirez2026,2026arXiv260308830M
J091121.61+005146.10,137.840042,0.862806,5.94,23.51,-23.17,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J234836.96-003437.00,357.154,-0.576944,5.94,22.63,-24.05,Matsuoka2022,2022ApJS..259...18M,Matsuoka2022,2022ApJS..259...18M
J000825.77-062604.42,2.10739,-6.43456,5.93,20.41,-26.27,Banados2016,2016ApJS..227...11B,Banados2016,2016ApJS..227...11B
J050456.27-105316.09,76.234459,-10.887802,5.93,20.55,-26.13,Banados2023,2023ApJS..265...29B,Banados2023,2023ApJS..265...29B
J102204.62+063142.91,155.519268,6.528587,5.93,21.36,-25.32,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J121516.88+002324.74,183.82033,0.390206,5.93,21.28,-25.4,Venemans2015b,2015MNRAS.453.2259V,Venemans2015b,2015MNRAS.453.2259V
J130518.55+030437.50,196.327292,3.077083,5.93,22.15,-24.52,Matsuoka2025,2025ApJS..280...68M,Matsuoka2025,2025ApJS..280...68M
J085116.20+300936.69,132.817493,30.16019,5.93,21.18,-25.5,Yang2023,2023ApJS..269...27Y,Yang2023,2023ApJS..269...27Y
J120246.37-005701.70,180.693208,-0.950472,5.9289,23.85,-22.83,Matsuoka2016,2016ApJ...828...26M,Izumi2018,2018PASJ...70...36I
J220417.92+011144.80,331.074667,1.195778,5.926,22.68,-23.99,Kim2015,2015ApJ...813L..35K,Kim2015,2015ApJ...813L..35K
